"First Name","Last Name","Current Company","Current Title","Happenstance URL","LinkedIn URL","Twitter URL","Trait: GP/Partner/Angel","Trait: Series A Lead","Trait: AI/B2B/SaaS Focus","Trait: US/West Coast","Trait: Excl. Non-VC/Niche","Quotes","Mutuals"
"Roger","Luo","Embedding VC","Founder & Managing Partner","https://happenstance.ai/u/768ced62-06d0-4cc9-b554-76ed166a66b0","https://www.linkedin.com/in/luojie","","Yes","Yes","Yes","Yes","Yes","He is based in the San Francisco Bay Area.
All current roles are at venture funds or angel investing; none are at accelerators, PE, hedge funds, or sector‑only firms.
Roger holds a PhD in machine learning, has 40+ top‑conference papers, 8 US patents, and a track record of backing multiple unicorns and IPOs.
Embedding VC focuses on early‑stage AI startups and writes $5‑7M Series A checks, so he works at a fund that leads rounds of the required size.
Roger is Founder & Managing Partner of Embedding VC and Super Angel Partner at Alumni Ventures, both VC funds, and he also acts as an active angel investor.
His background includes founding AI SaaS companies, leading ML teams at Niantic, Snap, Yahoo! Labs, and investing in dozens of AI/ML and enterprise SaaS startups.","Zamir Shukho via LinkedIn"
"Dharmesh","Thakker","Battery Ventures","General Partner","https://happenstance.ai/u/e86bed8b-8cc0-4b88-ac13-1f111f0e6658","https://www.linkedin.com/in/dthakker","","Yes","Yes","Yes","Yes","Yes","He is based in Menlo Park, California, which is in the Bay Area.
His description and board roles show extensive AI/ML and enterprise SaaS investment experience across many portfolio companies.
Battery Ventures regularly leads Series A rounds with checks in the $5‑7M range, so his current fund matches the check‑size criteria.
All his current roles are with venture funds, portfolio companies, or board positions, not with accelerators, PE, or crypto‑only firms.
Dharmesh is a General Partner at Battery Ventures and also listed as an investor at multiple funds, which fits the partner/angel profile writing large checks.
He has a track record of 5 IPOs, 15+ exits, and deep board involvement in leading AI and data infrastructure companies, making him highly networked and influential.","Harry Wetherall via LinkedIn"
"Yannick","Kpodar","Aventra Capital","General Partner","https://happenstance.ai/u/01199f91-e50d-4f85-b48c-37f1934877d2","https://www.linkedin.com/in/yannickkpodar","","Yes","Yes","Yes","Yes","Yes","Yannick is based in the San Francisco Bay Area.
Aventra Capital is positioned to lead Series A rounds with $5‑7 M checks.
He backs and invests in AI/ML and B2B SaaS companies, matching the target sectors.
His current roles are at a VC fund and as an angel, not at any excluded organization type.
Yannick is a General Partner at Aventra Capital and also an Angel Investor, fitting the partner/angel profile.
He combines operator experience (raised $396 M, built a unicorn) with a GP role, offering deep GTM and fundraising expertise.","Harry Wetherall via LinkedIn"
"David","Cowan","Bessemer Venture Partners","Partner","https://happenstance.ai/u/ea592fef-c0fb-4ef5-9e97-390227acb482","https://www.linkedin.com/in/davidjcowan","https://twitter.com/davidcowan","Yes","Yes","Yes","Yes","Yes","He is based in Redwood City, California, on the West Coast of the United States.
Bessemer routinely leads Series A rounds with checks in the $500 K‑$10 M range. (1992 - Present)
His roles are at a VC fund and board seats, not at accelerators, PE, hedge funds, or sector‑only firms.
He has invested in AI/ML, enterprise SaaS, B2B, fintech and data infrastructure through his work at Bessemer.
David is a Partner at Bessemer Venture Partners, a VC fund that makes large Series A checks, and he also writes personal angel checks. (1992 - Present)
David has a 30‑year VC track record, 24 IPOs, board experience at multiple high‑tech companies, and deep networks in AI, quantum and space. (1992 - Present)","Harry Wetherall via LinkedIn"
"Peter","Wagner","Wing Venture Capital","Founding Partner","https://happenstance.ai/u/9a742302-a037-42b6-9f5e-8fa9454d5c50","https://www.linkedin.com/in/peterwagner414","","Yes","Yes","Yes","Yes","Yes","Peter’s basic info lists his location as the San Francisco Bay Area.
He works at a pure‑play VC firm, not an accelerator, PE, hedge fund, or sector‑specific fund.
Peter is a Founding Partner at Wing Venture Capital, a VC fund that writes large Series A checks.
Peter’s firm has a strong track record of building “Modern Enterprise” AI companies and has backed multiple future unicorns. (2011 - Present)
Wing’s focus is on early‑stage, Seed and Series A financings with typical checks up to $10 M, and Peter leads those investments. (2011 - Present)
Wing’s portfolio includes AI‑driven enterprise companies like Snowflake and Gong, showing Peter’s experience in AI/ML and enterprise SaaS. (2011 - Present)","Harry Wetherall via LinkedIn"
"Rohini","Chakravarthy","NewBuild Venture Capital","Managing Partner","https://happenstance.ai/u/ebe9760f-6070-4ca0-aa51-a72a3d778e20","https://www.linkedin.com/in/rohinichakravarthy","","Yes","Yes","Yes","Yes","Yes","Her location is listed as the San Francisco Bay Area.
She works at a venture capital firm, not at any of the excluded organization types.
NewBuild VC focuses on seed and Series A rounds and aims to lead with $5‑7 M checks. (2022 - Present)
Rohini is a Managing Partner at NewBuild Venture Capital, a VC fund, and also holds investor roles at other funds.
She invests in AI, edge computing, supply‑chain software and enterprise SaaS, which aligns with the target sectors.
Rohini has over 20 years of early‑stage VC experience, board seats, and strong ties to MIT and IIT alumni networks.","Harry Wetherall via LinkedIn"
"Asheem","Chandna","Greylock Partners","Partner","https://happenstance.ai/u/0531b663-5f4c-431f-ad4d-ee0417160243","https://www.linkedin.com/in/chandna","https://twitter.com/chandna","Yes","Yes","Yes","Yes","Yes","Asheem is based in the San Francisco Bay Area.
He has deep AI/ML and enterprise SaaS investment experience, listed among his portfolio companies.
Greylock regularly leads Series A rounds with $5‑7M checks, matching the size range you need. (2003 - Present)
His roles are all at venture capital firms and board positions, not at accelerators, PE, or niche‑only funds. (2003 - Present)
Asheem is a Partner at Greylock Partners, a VC that writes $500K‑$10M checks and also makes personal angel investments. (2003 - Present)
He’s a 9‑year Forbes Midas List honoree, serves on 25+ boards (including public companies), and has a strong track record of building AI‑focused startups to IPO.","Harry Wetherall via LinkedIn"
"Peter","Loukianoff","PORTAL Venture Partners","Founding Partner","https://happenstance.ai/u/32654c92-6e65-4dfb-bcc6-e49f108869be","https://www.linkedin.com/in/peter-loukianoff-021b71","","Yes","Yes","Yes","Yes","Yes","Peter’s location is the San Francisco Bay Area.
His background lists investments in AI/ML, enterprise SaaS, B2B, fintech and data infrastructure across many portfolio companies.
All current roles are with venture funds, a family office and board positions – none are accelerators, PE, hedge funds or sector‑only firms.
Peter is a Founding Partner at PORTAL Venture Partners and a Venture Partner/Chairman at Black River Ventures, both VC firms, and also serves on a family‑office board.
He is active at PORTAL, which raises seed capital and backs Series‑A‑stage data‑driven startups, and at Black River, which has led Series‑A and late‑seed rounds. (2021 - Present)
He has 25+ years of cross‑border VC experience, has helped launch multiple funds, and brings deep AI/ML and enterprise SaaS expertise plus a broad network of family‑office and institutional investors.","Harry Wetherall via LinkedIn, Zamir Shukho via Google Contacts"
"Nikul","Bhatt","KFC Ventures","Senior Partner @ Karma-Free Capital Ventures","https://happenstance.ai/u/3a9d62c5-8f08-47e2-bab5-1b1ec63536b7","https://www.linkedin.com/in/nikulb","","Yes","Yes","Yes","Yes","Yes","He is located in the San Francisco Bay Area.
His current role is at a venture capital fund, not at an accelerator, PE, hedge fund, or sector‑specific firm.
Nikul is a Senior Partner at Karma-Free Capital Ventures, a VC fund, and his role matches the partner/GP criteria.
His investment focus is on AI, LLMs, AGI, and related deep‑tech, covering AI/ML and enterprise SaaS domains. (2025 - Present)
He leads investments at the fund, focusing on AI and deep‑tech, which typically involve Series A leadership and multi‑million checks. (2025 - Present)
Nikul brings 25+ years of deep‑tech entrepreneurship and venture experience, with a strong technical background and a focus on cutting‑edge AI/AGI investments.","Zamir Shukho via LinkedIn"
"Simon","Wu","Cathay Innovation","Partner, Head of US Investments","https://happenstance.ai/u/4084338a-13fc-4781-b44d-44a0d417f6ee","https://www.linkedin.com/in/simon-wu-80b19214","https://twitter.com/sim0nwu","Yes","Yes","Yes","Yes","Yes","He is based in San Francisco, California, which is on the West Coast/Bay Area.
His role is at a pure‑play VC firm, not at an accelerator, PE, hedge fund, or sector‑specific fund.
He works at Cathay Innovation, which actively leads Series A rounds with checks in the $500K‑$10M range. (2016 - Present)
His investment focus includes AI, fintech, enterprise SaaS and digital health, matching the target sectors. (2016 - Present)
Simon is a Partner at Cathay Innovation, a venture capital firm, and also writes checks as a Series B lead across many companies.
He was the first hire to build Cathay Innovation’s San Francisco office and now leads US investments, giving him deep US‑focused VC experience and a broad board network. (2016 - Present)","Zamir Shukho via LinkedIn"
"Raman","Khanna","Dell Technologies Capital","Managing Director","https://happenstance.ai/u/415bfead-ab38-4ad5-a46b-036d6edf6bdb","https://www.linkedin.com/in/ramankhanna2","https://twitter.com/ramankhanna","Yes","Yes","Yes","Yes","Yes","Raman is based in Menlo Park, California, placing him on the West Coast/Bay Area.
His roles are with a venture capital fund and board positions, not with accelerators, PE, or other excluded entities.
Raman is a Managing Director at Dell Technologies Capital, a venture capital fund, and also serves on multiple boards.
Dell Technologies Capital invests in early‑stage rounds and often leads Series A deals with multi‑million‑dollar checks. (2016 - Present)
He has a track record of investing in AI, enterprise SaaS, and data infrastructure companies such as JFrog, Netskope, and Singulr AI. (2016 - Present)
He was Stanford’s CIO for 16 years, is a two‑time Forbes Midas List honoree, and an early charter member of TiE, giving him deep enterprise and founder networks.","Harry Wetherall via LinkedIn"
"Sameer","Dholakia","Bessemer Venture Partners","Partner","https://happenstance.ai/u/9a3d9fe8-7c43-4a9e-87dc-8e28605b1458","https://www.linkedin.com/in/sameerdholakia","https://twitter.com/spdholakia","Yes","Yes","Yes","Yes","Yes","He is based in the San Francisco Bay Area.
Bessemer regularly leads Series A rounds with checks in the $500 K‑$10 M range.
Sameer is a Partner at Bessemer Venture Partners, a VC fund, and also makes personal investments in several AI companies.
He is a former CEO of SendGrid and Twilio SendGrid, sits on multiple AI‑focused boards, and has deep experience scaling B2B SaaS.
His roles are with a traditional VC firm and portfolio companies, not with accelerators, PE, crypto‑only or other excluded entities.
He invests in AI‑native software companies such as Anthropic, DeepL, Jasper and others, covering enterprise SaaS and data infrastructure.","Harry Wetherall via LinkedIn"
